index,time,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14
18069,2018-05-21,3,3,3,3,3,3,0,0,0,1,3,3,3,3
18068,2018-05-20,0,3,0,1,3,3,0,0,3,1,3,3,3,1
18067,2018-05-14,0,3,0,3,3,3,0,0,3,3,1,1,1,0
18066,2018-05-13,3,0,3,0,3,0,3,3,3,0,0,0,1,3
18065,2018-05-12,1,3,3,3,1,3,3,3,1,3,0,3,3,1
18064,2018-05-07,3,3,3,0,3,1,1,3,0,0,0,1,3,0
18063,2018-05-06,3,0,3,3,1,0,0,3,3,0,3,3,3,1
18062,2018-05-04,3,3,3,0,3,0,1,0,0,3,3,3,0,3
18061,2018-05-01,0,3,3,3,1,0,0,3,3,0,0,1,0,3
18060,2018-04-29,1,3,0,0,3,0,3,1,1,3,0,0,3,3
18059,2018-04-28,3,3,3,3,0,3,3,3,0,0,0,3,1,3
18058,2018-04-26,3,0,3,3,3,0,3,3,1,3,1,3,1,0
18057,2018-04-23,3,3,1,0,3,3,0,0,3,0,1,3,3,0
18056,2018-04-22,1,0,3,0,0,3,3,3,0,1,3,1,3,3
18055,2018-04-21,3,1,1,1,1,3,1,3,0,1,3,1,3,0
18054,2018-04-19,0,0,0,3,1,1,0,1,3,3,0,1,0,1
18053,2018-04-18,0,1,0,3,3,1,0,0,1,3,1,1,3,3
18052,2018-04-16,0,3,1,3,1,1,3,1,3,3,0,0,0,3
18051,2018-04-15,3,3,3,1,3,0,1,3,1,3,3,0,3,1
18050,2018-04-14,1,0,3,0,3,3,0,1,0,0,3,1,1,0
18049,2018-04-12,3,0,1,0,3,3,3,3,0,3,3,3,0,3
18048,2018-04-09,3,1,3,1,3,3,3,0,1,1,3,3,1,0
18047,2018-04-08,1,1,0,0,0,1,0,0,0,3,1,3,1,0
18046,2018-04-07,0,3,0,1,3,1,3,1,1,3,3,0,3,0
18045,2018-04-05,0,1,0,0,0,3,3,0,3,0,3,1,3,1
18044,2018-04-02,0,3,1,3,0,3,1,3,0,0,3,0,1,0
18043,2018-04-01,0,3,3,1,0,3,0,3,0,1,3,1,1,3
18042,2018-03-31,0,3,3,0,0,3,3,0,3,1,3,1,3,1
18041,2018-03-26,1,3,3,3,0,0,3,1,1,1,1,0,0,3
18040,2018-03-24,0,0,3,3,0,1,0,3,3,0,3,0,0,1
18039,2018-03-19,1,3,3,0,3,0,0,0,1,3,3,1,3,3
18038,2018-03-18,3,0,0,3,1,3,0,0,0,0,1,3,0,3
18037,2018-03-17,0,3,3,3,3,0,0,3,3,1,3,3,0,0
18036,2018-03-16,0,3,3,0,0,3,3,0,0,1,3,1,0,0
18035,2018-03-12,0,1,3,0,1,3,3,1,0,1,3,0,3,3
18034,2018-03-11,3,1,3,0,0,3,3,0,1,3,3,0,0,0
18033,2018-03-10,0,3,3,3,3,0,3,3,0,3,0,3,*,0
18032,2018-03-09,1,1,1,0,0,0,0,3,0,0,3,3,3,1
18031,2018-03-05,3,0,0,*,*,*,*,*,*,3,3,3,1,1
18030,2018-03-04,1,3,1,3,3,3,3,0,3,1,0,1,0,0
18029,2018-03-03,1,3,0,3,3,1,3,3,*,3,0,0,0,0
18028,2018-03-02,0,3,3,1,3,3,1,3,0,3,3,1,1,3
18027,2018-02-26,3,0,0,3,3,0,3,*,0,3,3,0,1,3
18026,2018-02-25,1,3,1,3,0,3,1,0,1,3,3,3,3,3
18025,2018-02-24,1,0,3,1,1,3,1,3,0,3,0,1,3,1
18024,2018-02-23,3,3,0,3,3,0,1,3,3,0,1,0,3,3
18023,2018-02-22,0,3,0,0,3,0,0,1,3,0,3,1,0,3
18022,2018-02-22,0,1,1,0,1,1,0,0,0,1,3,1,3,3
18021,2018-02-12,3,0,3,3,0,3,3,3,3,3,1,1,1,0
18020,2018-02-11,3,1,3,3,3,0,3,3,3,3,3,0,1,3
18019,2018-02-10,3,3,3,0,1,1,3,3,0,3,3,3,0,0
18018,2018-02-08,1,3,3,0,1,3,3,0,0,0,3,1,3,0
18017,2018-02-05,1,1,3,1,3,3,1,0,3,0,1,3,3,3
18016,2018-02-04,3,3,1,3,0,3,0,0,1,1,1,0,1,1
18015,2018-02-03,0,3,3,3,3,0,3,1,0,0,3,0,0,3
18014,2018-02-01,3,1,0,0,3,1,1,3,1,3,0,0,0,1
18013,2018-01-29,3,0,3,0,1,0,3,0,3,3,1,3,3,1
18012,2018-01-28,1,1,3,1,0,1,0,1,3,3,0,3,3,3
18011,2018-01-27,3,0,3,1,3,1,0,1,0,1,0,1,0,3
18010,2018-01-25,0,1,1,1,*,3,1,3,3,1,3,3,0,3
18009,2018-01-22,1,3,1,0,3,1,3,3,1,0,1,0,3,0
18008,2018-01-21,3,0,1,3,3,1,3,3,3,3,0,0,0,1
18007,2018-01-20,1,1,0,0,1,3,1,3,0,1,0,0,3,3
18006,2018-01-18,3,1,0,0,3,1,3,0,3,1,3,1,0,3
18005,2018-01-16,3,3,3,3,1,3,1,3,0,3,1,0,*,3
18004,2018-01-14,1,3,0,1,1,3,3,1,3,3,3,1,3,0
18003,2018-01-13,0,3,1,1,0,3,0,1,0,0,0,0,3,0
18002,2018-01-08,3,3,3,3,0,0,0,3,0,0,3,3,1,1
18001,2018-01-03,0,3,0,0,0,0,3,3,1,1,3,0,3,3
17195,2017-12-31,3,3,1,3,1,0,1,1,0,3,0,1,3,1
17194,2017-12-27,1,3,1,1,3,1,3,1,0,3,0,0,1,1
17193,2017-12-24,3,0,3,1,3,1,0,1,1,3,3,3,0,3
17192,2017-12-23,1,0,0,0,3,3,0,1,3,3,1,3,3,0
17191,2017-12-22,3,3,3,3,3,3,3,0,3,0,3,1,3,0
17190,2017-12-18,0,0,1,0,1,0,3,0,0,1,0,1,3,3
17189,2017-12-17,3,1,3,0,0,3,3,1,1,0,1,3,1,3
17188,2017-12-17,3,0,0,1,0,3,3,*,0,1,0,1,0,3
17187,2017-12-14,3,3,0,0,1,3,3,1,0,0,3,3,3,3
17186,2017-12-11,1,0,3,1,1,1,3,3,3,0,0,0,0,3
17185,2017-12-10,3,1,3,3,3,0,0,0,1,1,1,1,3,3
17184,2017-12-09,0,1,3,3,0,0,0,3,1,3,0,1,1,3
17183,2017-12-08,0,0,1,3,0,3,3,3,1,1,0,3,3,0
17182,2017-12-07,3,0,0,3,3,1,3,0,3,3,3,3,3,3
17181,2017-12-04,1,3,0,3,3,1,3,0,3,3,3,1,0,1
17180,2017-12-03,0,3,3,3,1,1,0,1,3,0,3,3,1,1
17179,2017-12-02,1,3,3,3,0,1,3,3,3,3,0,1,0,3
17178,2017-11-30,0,3,3,3,3,0,0,0,1,0,3,0,0,3
17177,2017-11-29,1,3,0,1,1,3,3,0,0,3,0,0,3,1
17176,2017-11-27,3,0,0,3,0,1,1,0,1,3,1,0,1,0
17175,2017-11-26,3,3,0,1,1,1,1,0,3,3,3,3,3,0
17174,2017-11-25,1,1,1,0,1,0,1,3,3,3,0,0,3,3
17173,2017-11-24,0,3,1,3,3,1,3,0,1,3,3,0,3,3
17172,2017-11-23,1,1,3,3,0,0,0,3,0,3,3,0,3,1
17171,2017-11-20,3,3,1,1,3,0,0,3,1,0,0,1,1,1
17170,2017-11-19,3,3,1,0,3,0,3,1,3,3,1,3,0,3
17169,2017-11-18,3,1,0,1,3,1,1,1,0,3,3,3,3,1
17168,2017-11-11,3,3,0,0,3,1,1,1,3,0,0,3,3,1
17167,2017-11-06,3,3,3,1,0,3,*,3,1,0,3,3,3,3
17166,2017-11-05,3,0,0,0,0,1,1,3,3,0,0,0,3,3
17165,2017-11-04,3,1,0,1,3,0,0,1,3,3,1,1,1,1
17164,2017-11-03,0,1,1,1,1,3,3,1,3,3,3,3,3,1
17163,2017-11-02,3,0,3,3,1,1,1,1,3,3,0,3,1,3
17162,2017-10-30,0,3,3,3,3,3,3,3,3,3,1,3,1,0
17161,2017-10-29,3,1,3,0,0,0,3,1,3,3,0,3,0,3
17160,2017-10-28,1,0,1,3,1,3,0,0,1,0,3,1,0,1
17159,2017-10-26,0,0,3,1,3,3,0,3,3,0,0,3,0,3
17158,2017-10-23,3,1,1,1,3,0,0,0,0,3,0,3,3,1
17157,2017-10-22,3,3,3,0,0,3,0,1,0,3,0,3,1,3
17156,2017-10-21,0,3,3,3,1,3,1,3,3,0,0,3,1,3
17155,2017-10-20,3,0,3,1,3,0,3,0,1,1,3,1,3,0
17154,2017-10-19,0,3,0,3,0,3,1,1,0,3,0,1,3,3
17153,2017-10-16,1,1,1,0,3,0,1,3,1,3,0,0,0,3
17152,2017-10-15,1,3,3,3,3,3,3,3,0,0,1,0,0,0
17151,2017-10-14,3,1,1,1,3,0,3,3,1,0,3,3,0,3
17150,2017-10-11,3,1,3,3,3,3,3,0,3,3,0,0,1,3
17149,2017-10-10,1,1,3,0,1,3,3,1,0,3,0,0,0,0
17148,2017-10-08,3,3,3,1,0,0,0,0,0,0,3,0,3,3
17147,2017-10-07,0,3,3,1,0,3,1,0,1,3,3,0,3,0
17146,2017-10-06,0,0,0,0,0,3,3,1,3,1,1,3,0,1
17145,2017-10-02,1,1,0,3,0,1,3,0,1,1,3,3,3,3
17144,2017-10-01,1,3,3,1,3,0,3,3,0,1,1,3,0,1
17143,2017-09-30,1,3,3,1,3,3,3,3,3,0,0,3,1,3
17142,2017-09-29,0,0,0,3,3,3,3,3,3,3,3,3,1,1
17141,2017-09-28,3,1,3,3,0,3,0,0,0,3,0,0,3,0
17140,2017-09-25,3,1,3,0,0,3,3,0,1,3,0,0,0,1
17139,2017-09-24,1,3,3,0,0,0,0,3,3,3,1,1,3,3
17138,2017-09-23,1,3,0,1,0,3,3,0,0,1,0,0,1,3
17137,2017-09-21,0,3,3,0,1,1,3,0,0,0,1,3,3,0
17136,2017-09-20,3,3,0,1,0,1,0,3,3,3,3,3,0,0
17135,2017-09-18,1,3,3,3,3,1,0,3,1,0,0,3,0,3
17134,2017-09-17,1,1,3,0,1,1,0,3,3,0,1,3,0,3
17133,2017-09-16,3,3,1,0,3,3,3,3,3,3,3,3,3,3
17132,2017-09-15,3,1,1,0,0,1,3,1,3,1,1,0,3,1
17131,2017-09-14,3,0,0,3,1,3,3,1,0,3,0,1,3,3
17130,2017-09-11,0,1,3,3,3,0,3,3,0,0,3,3,3,1
17129,2017-09-10,3,3,0,0,0,1,0,3,3,1,1,3,1,3
17128,2017-09-09,0,0,1,0,1,0,0,1,1,0,3,3,3,0
17127,2017-09-06,1,0,1,3,3,1,0,0,3,0,3,3,1,3
17126,2017-09-05,0,3,1,0,0,0,0,3,3,3,3,3,3,3
17125,2017-09-03,0,3,3,3,0,0,3,3,1,3,0,3,3,3
17124,2017-09-01,3,1,0,3,3,3,3,3,3,3,1,1,0,1
17123,2017-08-28,1,3,3,3,3,0,3,0,1,3,3,0,0,1
17122,2017-08-27,0,1,3,1,3,1,0,1,3,0,3,0,3,0
17121,2017-08-26,0,0,0,3,3,3,3,0,3,3,0,0,3,3
17120,2017-08-25,3,1,1,3,0,1,1,0,3,3,3,0,1,3
17119,2017-08-24,3,1,3,3,1,0,3,0,3,3,3,0,1,0
17118,2017-08-21,0,1,3,0,1,3,1,0,1,3,0,1,3,0
17117,2017-08-20,0,0,3,3,3,3,0,3,3,3,0,3,1,1
17116,2017-08-19,3,1,3,3,3,0,3,0,3,1,3,0,3,3
17115,2017-08-18,1,3,3,0,3,0,0,0,1,0,3,1,3,1
17114,2017-08-17,3,3,1,0,0,3,3,0,3,3,1,3,0,1
17113,2017-08-14,3,3,0,0,0,0,0,1,1,1,3,3,3,1
17112,2017-08-13,0,0,3,1,3,0,0,3,3,0,0,0,3,0
17111,2017-08-12,3,3,1,0,0,0,3,1,0,1,0,1,0,3
17110,2017-08-10,0,1,0,1,3,1,0,0,3,3,1,3,1,3
17109,2017-08-07,0,0,1,3,1,0,3,0,3,3,0,0,1,1
17108,2017-08-06,0,3,1,3,1,3,3,1,0,3,3,3,1,3
17107,2017-08-05,1,3,3,1,3,3,3,1,1,3,0,0,1,0
17106,2017-08-04,0,3,1,0,0,0,1,0,1,3,3,1,3,3
17105,2017-08-03,3,3,3,3,3,3,0,0,3,3,1,0,1,1
17104,2017-07-31,0,1,1,3,3,0,3,0,1,0,1,0,*,1
17103,2017-07-30,3,3,0,3,1,3,3,0,0,3,3,0,0,0
17102,2017-07-28,1,1,3,3,3,0,1,3,3,0,3,0,3,3
17101,2017-07-27,1,3,0,1,3,0,3,3,1,3,3,1,1,1
17100,2017-07-24,0,3,1,3,1,3,1,3,0,1,0,3,3,0
17099,2017-07-21,3,0,3,3,3,3,3,3,3,1,3,3,0,0
17098,2017-07-20,1,3,0,0,1,0,1,0,3,3,1,3,3,0
17097,2017-07-17,3,0,3,1,3,3,3,3,0,1,3,1,0,3
17096,2017-07-14,3,0,0,0,3,0,1,1,3,3,0,1,0,1
17095,2017-07-13,0,3,3,3,1,3,0,3,1,0,3,0,1,0
17094,2017-07-10,3,3,0,0,1,1,3,3,1,1,1,3,0,3
17093,2017-07-09,3,3,1,3,1,0,3,1,0,3,3,0,3,0
17092,2017-07-07,0,0,0,3,3,3,3,0,1,1,1,1,0,3
17091,2017-07-03,1,3,3,3,1,0,1,3,1,3,1,3,3,1
17090,2017-07-02,3,0,0,3,0,3,0,0,3,0,3,3,3,3
17089,2017-06-26,1,3,3,3,1,1,0,1,3,3,0,0,1,0
17088,2017-06-23,0,3,1,1,0,3,1,3,3,3,3,3,0,3
17087,2017-06-19,1,0,3,3,3,3,1,1,1,0,0,1,0,0
17086,2017-06-18,3,1,3,0,1,1,0,1,1,3,3,3,1,3
17085,2017-06-15,1,3,3,3,1,1,1,0,3,1,3,3,3,1
17084,2017-06-12,0,1,1,1,0,3,0,3,0,1,3,3,3,3
17083,2017-06-11,3,3,3,3,0,1,0,0,0,1,1,3,3,0
17082,2017-06-09,3,1,1,3,3,3,3,3,0,3,0,3,3,3
17081,2017-06-05,3,0,3,3,0,3,3,3,3,1,1,3,1,3
17080,2017-06-04,3,3,0,1,1,0,3,0,3,0,0,0,3,3
17079,2017-05-29,3,3,0,1,3,3,3,3,1,3,3,1,1,1
17078,2017-05-28,3,3,3,0,3,0,3,0,3,3,3,1,3,3
17077,2017-05-26,3,0,1,0,3,3,0,3,0,3,1,3,3,0
17076,2017-05-22,3,0,3,0,3,3,1,3,0,3,0,1,0,3
17075,2017-05-21,3,3,1,1,3,1,3,0,1,0,3,1,3,1
17074,2017-05-21,0,3,3,3,3,0,3,3,3,0,0,*,1,3
17073,2017-05-18,3,3,1,3,3,1,0,1,0,0,0,3,0,0
17072,2017-05-15,0,3,3,3,3,0,1,3,3,1,3,0,1,1
17071,2017-05-14,3,0,0,0,1,1,1,3,0,1,0,1,0,1
17070,2017-05-13,3,0,0,0,1,3,3,1,3,0,1,1,0,0
17069,2017-05-11,0,3,1,3,3,1,3,0,3,0,3,3,3,3
17068,2017-05-08,1,3,1,3,1,3,3,0,3,1,0,3,0,3
17067,2017-05-07,1,1,0,3,3,3,1,0,3,1,0,3,3,0
17066,2017-05-06,3,3,0,0,0,1,1,0,0,0,0,0,1,1
17065,2017-05-04,3,1,1,1,3,1,0,3,3,3,3,3,0,3
17064,2017-05-01,1,0,3,3,3,0,1,0,3,0,0,3,0,3
17063,2017-04-30,1,1,0,0,0,1,0,1,3,3,0,3,0,0
17062,2017-04-29,0,3,3,3,1,3,0,3,0,0,0,3,3,3
17061,2017-04-27,0,3,3,3,3,3,0,1,0,0,3,3,0,0
17060,2017-04-24,0,0,1,3,1,0,0,3,0,3,3,0,1,0
17059,2017-04-23,3,3,3,1,3,3,1,0,0,3,0,3,3,3
17058,2017-04-22,1,3,0,3,3,1,3,1,1,0,3,0,1,3
17057,2017-04-21,1,0,3,1,3,3,1,1,3,1,1,3,1,3
17056,2017-04-18,0,3,1,0,1,3,3,0,0,0,3,1,0,3
17055,2017-04-17,0,3,3,3,3,1,3,0,1,3,1,3,0,0
17054,2017-04-16,1,3,3,1,3,0,3,3,3,3,3,3,1,3
17053,2017-04-15,1,0,0,3,3,3,3,3,3,3,3,3,3,1
17052,2017-04-13,0,3,1,3,1,0,1,3,3,3,0,3,3,0
17051,2017-04-10,3,3,3,3,0,0,3,3,0,0,3,3,1,1
17050,2017-04-09,3,1,0,0,3,0,0,3,3,3,3,3,1,3
17049,2017-04-08,1,0,1,0,3,0,3,3,0,1,1,3,3,0
17048,2017-04-06,3,3,0,3,3,1,3,0,0,0,0,3,1,0
17047,2017-04-05,3,3,3,1,3,3,3,3,3,3,3,3,3,0
17046,2017-04-03,1,1,0,3,0,1,0,1,3,3,0,1,3,0
17045,2017-04-02,0,0,3,3,1,3,1,3,1,3,3,0,1,0
17044,2017-04-01,0,3,3,0,3,3,1,0,3,3,3,0,1,3
17043,2017-03-29,0,0,0,1,0,3,3,3,3,3,3,3,3,0
17042,2017-03-27,3,3,3,1,3,0,3,1,0,0,3,3,1,3
17041,2017-03-25,3,3,0,3,1,0,3,1,3,0,3,3,0,3
17040,2017-03-20,3,1,0,3,3,1,0,0,3,3,3,0,3,3
17039,2017-03-19,3,3,3,0,1,0,3,3,1,3,3,3,1,3
17038,2017-03-18,3,3,3,3,3,1,1,0,0,3,0,3,1,0
17037,2017-03-16,1,1,1,1,3,3,1,0,0,3,3,3,3,1
17036,2017-03-13,3,3,3,3,3,0,3,3,0,3,0,3,3,0
17035,2017-03-12,3,3,3,3,3,0,1,3,1,1,0,0,3,0
17034,2017-03-11,3,0,1,3,1,3,0,3,3,3,3,1,3,3
17033,2017-03-09,0,0,3,3,0,1,1,1,3,1,0,3,1,1
17032,2017-03-06,3,0,0,3,0,0,1,3,1,0,3,3,3,1
17031,2017-03-05,3,3,3,0,0,3,0,3,1,3,3,3,0,3
17030,2017-03-04,0,1,3,1,0,0,1,0,1,0,1,0,0,0
17029,2017-03-02,3,0,3,3,0,3,3,1,1,1,0,1,0,1
17028,2017-03-01,3,0,0,0,3,3,3,0,3,*,3,1,0,3
17027,2017-02-27,0,1,3,0,1,3,0,0,0,3,1,0,3,0
17026,2017-02-26,3,3,3,1,3,1,0,3,3,0,0,3,0,3
17025,2017-02-25,0,3,1,0,0,3,1,3,0,1,0,0,0,1
17024,2017-02-24,0,3,0,3,0,1,3,3,0,3,0,3,0,1
17023,2017-02-20,0,1,0,3,1,0,3,3,3,3,3,3,3,1
17022,2017-02-19,3,0,0,1,3,1,3,0,3,0,3,3,1,0
17021,2017-02-18,0,0,3,1,3,3,3,3,3,0,1,1,1,1
17020,2017-02-17,3,3,3,3,0,0,3,0,3,0,1,3,0,3
17019,2017-02-13,1,3,3,3,3,3,0,0,3,0,3,0,0,1
17018,2017-02-12,3,1,3,0,1,3,3,0,0,3,0,3,0,3
17017,2017-02-11,3,1,1,1,3,0,0,3,3,3,3,1,3,1
17016,2017-02-11,3,0,0,1,1,3,0,3,3,3,3,*,0,1
17015,2017-02-11,3,0,3,3,1,3,1,0,0,3,3,3,*,0
17014,2017-02-05,0,3,3,0,3,3,3,3,3,1,3,3,3,3
17013,2017-02-05,3,3,3,3,*,3,3,1,3,3,1,0,1,1
17012,2017-02-03,3,1,1,3,3,3,0,1,3,3,3,3,0,1
17011,2017-02-03,3,3,0,0,0,0,1,1,0,3,1,3,0,0
17010,2017-02-03,0,3,0,3,1,3,1,3,0,3,1,1,3,0
17009,2017-01-23,3,3,1,3,3,1,0,0,3,3,1,1,3,0
17008,2017-01-22,1,0,0,1,3,1,0,3,1,3,0,3,0,0
17007,2017-01-21,0,1,1,3,0,0,3,1,*,3,1,0,3,3
17006,2017-01-16,3,1,3,3,1,0,3,3,3,1,0,3,1,0
17005,2017-01-15,3,3,0,0,1,3,0,0,3,0,1,3,3,1
17004,2017-01-14,1,3,3,1,0,1,0,0,0,0,1,0,1,3
17003,2017-01-09,1,3,3,3,0,0,*,3,1,3,3,3,1,3
17002,2017-01-08,0,3,3,1,0,1,0,3,0,3,3,0,0,3
17001,2017-01-04,3,3,1,3,0,1,0,3,0,3,0,0,3,0
16199,2017-01-02,3,3,3,3,0,0,3,3,1,1,1,1,0,1
16198,2016-12-27,3,3,3,0,3,0,0,3,3,0,0,3,3,3
16197,2016-12-22,1,3,0,3,1,3,3,1,1,1,3,3,1,0
16196,2016-12-19,3,3,0,0,3,0,3,3,0,3,1,3,3,0
16195,2016-12-18,3,1,3,3,0,3,1,3,3,1,3,1,3,0
16194,2016-12-17,1,1,1,1,3,0,0,0,1,3,3,3,1,1
16193,2016-12-15,3,3,0,3,0,3,3,1,3,0,3,0,0,3
16192,2016-12-12,3,3,1,3,0,0,1,0,0,3,0,3,3,1
16191,2016-12-11,3,3,1,3,3,1,3,3,3,3,0,3,1,3
16190,2016-12-11,1,3,1,0,1,0,3,1,1,1,0,1,0,1
16189,2016-12-09,0,3,3,3,0,3,3,3,3,3,0,1,3,3
16188,2016-12-08,0,1,3,0,3,1,3,1,3,3,3,0,3,1
16187,2016-12-05,1,3,0,1,1,0,3,3,3,3,1,3,1,3
16186,2016-12-04,3,3,3,3,3,0,1,3,3,0,3,3,1,1
16185,2016-12-03,3,0,1,3,0,3,1,3,0,3,3,3,1,3
16184,2016-12-01,3,3,0,0,3,3,0,3,1,0,0,3,1,3
16183,2016-11-30,3,1,3,3,1,1,0,3,1,1,3,3,0,1
16182,2016-11-28,3,1,3,3,3,0,3,1,3,3,3,1,0,0
16181,2016-11-27,1,1,3,3,3,0,1,1,3,1,1,3,3,0
16180,2016-11-26,0,1,1,3,3,0,3,1,3,3,3,3,3,0
16179,2016-11-25,3,3,1,1,3,0,3,3,3,1,1,3,0,3
16178,2016-11-24,1,3,3,0,1,3,0,3,1,1,1,1,0,3
16177,2016-11-21,0,1,0,3,3,0,3,0,1,3,0,1,1,0
16176,2016-11-20,0,1,1,0,3,3,3,0,1,3,0,0,3,3
16175,2016-11-19,0,1,3,1,0,0,3,1,3,3,0,0,3,1
16174,2016-11-16,0,1,1,0,3,1,1,1,1,3,3,3,3,3
16173,2016-11-14,0,1,3,1,0,0,3,3,3,3,3,3,3,3
16172,2016-11-12,1,3,0,3,3,3,3,0,3,0,3,0,3,3
16171,2016-11-07,3,0,0,0,1,0,0,3,1,3,3,1,3,0
16170,2016-11-06,0,3,1,1,3,3,1,0,0,0,3,3,1,3
16169,2016-11-05,0,3,3,0,0,3,3,1,3,3,1,1,0,0
16168,2016-11-04,3,1,0,3,1,0,3,1,3,3,0,3,3,0
16167,2016-11-03,1,0,0,3,3,0,3,0,3,1,1,3,3,1
16166,2016-10-31,0,3,3,3,1,3,3,3,1,0,1,3,3,1
16165,2016-10-30,1,3,1,3,0,0,0,3,0,0,0,1,0,3
16164,2016-10-29,0,1,3,3,3,0,0,0,3,3,3,1,0,1
16163,2016-10-27,3,3,1,0,1,3,1,3,3,0,3,3,0,1
16162,2016-10-24,3,3,3,3,1,0,1,0,1,3,3,3,3,3
16161,2016-10-23,1,3,0,3,1,3,3,0,1,3,3,3,3,3
16160,2016-10-22,0,0,3,3,0,3,3,3,3,3,1,3,0,3
16159,2016-10-21,1,0,0,0,3,1,3,3,3,1,0,1,3,1
16158,2016-10-20,1,1,3,0,0,3,0,0,3,3,0,3,3,0
16157,2016-10-17,3,3,0,1,0,1,3,0,3,0,3,1,1,3
16156,2016-10-16,3,3,1,3,1,0,3,1,1,1,3,3,3,3
16155,2016-10-15,1,0,0,1,1,3,3,3,0,0,3,1,1,3
16154,2016-10-12,3,3,3,3,1,3,1,3,3,0,3,3,3,1
16153,2016-10-11,1,3,0,3,0,3,1,0,3,0,0,0,3,0
16152,2016-10-09,3,0,3,0,3,3,3,0,3,3,3,3,1,3
16151,2016-10-07,0,0,3,1,1,0,3,1,0,0,3,1,0,3
16150,2016-10-03,1,3,0,3,3,3,0,3,3,1,3,3,1,1
16149,2016-10-02,0,1,1,1,3,3,1,1,0,3,0,0,3,3
16148,2016-10-01,1,3,3,0,3,3,3,1,3,1,3,0,1,3
16147,2016-09-30,3,3,3,3,3,1,3,1,3,3,1,3,3,3
16146,2016-09-29,1,0,1,3,3,3,3,0,3,0,3,0,1,3
16145,2016-09-26,0,3,1,1,1,3,3,1,3,3,0,3,0,3
16144,2016-09-25,3,3,0,1,0,0,3,3,1,3,0,0,3,0
16143,2016-09-24,3,3,1,1,3,3,0,0,1,1,3,3,0,0
16142,2016-09-22,1,3,0,1,0,3,3,3,0,1,3,1,1,0
16141,2016-09-21,0,3,1,0,3,3,3,0,3,3,1,1,3,1
16140,2016-09-19,3,3,3,0,3,3,3,3,3,1,1,3,0,3
16139,2016-09-18,0,3,3,3,3,3,3,3,0,1,3,3,1,3
16138,2016-09-17,0,3,0,0,3,*,3,1,1,1,3,0,3,1
16137,2016-09-16,3,3,0,1,0,1,3,0,1,1,0,1,0,3
16136,2016-09-15,1,1,0,1,3,3,0,1,0,0,0,1,1,3
16135,2016-09-15,1,0,1,1,0,3,3,0,*,0,0,0,0,3
16134,2016-09-11,3,3,1,0,0,0,3,3,0,3,3,1,3,3
16133,2016-09-10,0,0,3,0,1,0,1,0,1,3,0,3,3,3
16132,2016-09-07,1,0,1,0,0,1,1,1,3,0,1,3,1,3
16131,2016-09-06,1,1,0,1,0,1,0,0,1,3,0,3,1,1
16130,2016-09-02,3,1,3,0,0,0,3,0,3,3,3,3,3,0
16129,2016-08-29,3,1,1,1,0,3,3,3,3,3,1,3,0,1
16128,2016-08-28,3,1,3,3,1,0,0,3,3,3,0,1,3,0
16127,2016-08-27,3,0,0,1,1,1,1,1,3,1,0,1,1,3
16126,2016-08-26,3,0,3,0,1,3,1,3,3,3,1,3,0,3
16125,2016-08-25,1,1,3,0,3,0,1,3,1,1,3,3,3,1
16124,2016-08-22,3,3,3,0,3,0,3,1,0,3,0,1,3,3
16123,2016-08-21,0,3,0,0,1,3,3,3,3,1,3,0,0,0
16122,2016-08-20,3,1,3,3,3,0,0,0,1,1,3,0,0,3
16121,2016-08-19,0,0,0,3,3,3,3,0,1,0,3,3,1,3
16120,2016-08-18,1,3,1,0,0,3,0,0,1,3,1,3,0,3
16119,2016-08-15,0,0,1,3,0,0,3,1,0,0,1,1,3,1
16118,2016-08-14,0,0,1,1,1,3,3,3,1,3,0,3,3,3
16117,2016-08-13,1,3,3,0,1,1,0,3,0,3,0,3,0,1
16116,2016-08-08,3,1,3,3,0,3,0,0,0,3,0,3,1,3
16115,2016-08-07,1,0,3,1,3,3,3,1,3,3,3,0,0,0
16114,2016-08-06,0,3,3,0,1,1,1,3,1,3,1,3,1,1
16113,2016-08-05,3,0,0,0,0,1,3,3,0,3,3,0,3,1
16112,2016-08-04,3,3,1,3,0,1,3,3,3,3,3,0,3,0
16111,2016-08-02,1,3,1,3,0,3,0,0,0,1,3,3,1,0
16110,2016-07-31,1,3,0,0,3,0,3,1,1,0,0,1,3,3
16109,2016-07-29,1,1,0,0,3,1,0,1,3,3,3,1,3,1
16108,2016-07-28,1,3,0,1,1,1,3,1,3,1,3,1,3,1
16107,2016-07-25,0,0,3,0,1,1,1,3,3,3,0,3,0,1
16106,2016-07-24,0,0,3,3,0,3,3,1,0,1,0,3,1,0
16105,2016-07-22,3,3,1,3,1,3,1,3,0,1,0,3,0,0
16104,2016-07-21,3,1,1,3,3,3,0,3,1,3,0,3,3,1
16103,2016-07-18,1,1,1,1,3,3,1,1,3,0,1,1,1,3
16102,2016-07-17,0,0,3,3,3,1,0,1,1,3,0,1,3,1
16101,2016-07-15,1,1,1,1,3,1,1,3,1,1,1,0,3,1
16100,2016-07-14,1,3,0,3,3,1,3,0,1,3,3,0,0,1
16099,2016-07-11,3,1,1,3,3,0,1,0,3,3,3,3,3,1
16098,2016-07-10,0,3,3,1,0,0,3,1,3,1,0,3,1,3
16097,2016-07-08,3,3,3,1,1,1,0,3,3,0,0,3,1,0
